,Question Name, No.of Views, No.of answers, No.of Votes, Question id, Tags, Date 
30614,Phpmyadmin Not Working,6000.0,1answer,0,143185, server phpmyadmin,5/28/2012
30616,Failed to fetch 404 Not Found why?,7000.0,1answer,0,370641, apt,11/3/2013
30617,Apple Magic Mouse too sensitive on Ubuntu 12.10,8000.0,4,0,206486, 12.10 apple magic-mouse,10/25/2012
30619,How To Set Default Wallpaper As Login Screen Wallpaper [Automatically]?,4000.0,3,0,299120, login-screen wallpaper,5/23/2013
30620,Syncing iPod touch,6000.0,3,0,637046, ipod,6/16/2015
30622,Is it possible to install Truecrypt on 18.04?,2000.0,1answer,0,1054270, 18.04 encryption truecrypt,7/11/2018
30623,Changing resolution in Ubuntu Server 12.04,6000.0,2,0,347497, 12.04 server display-resolution,9/19/2013
30624,Can't install 12.04 server under Intel Pentium M,5000.0,2,0,140855, intel cpu,5/22/2012
30625,Restore permission default of /usr folder [duplicate],3000.0,1answer,0,626977, permissions users default chown,5/22/2015
30626,/dev/sda2 contains a filesystem with error after partitioning (updated),3000.0,1answer,0,229843, 12.10 gparted ssd ext4 ecryptfs,12/17/2012
30627,Remove Ubuntu 14.04 and install Windows 7 Ultimate,2000.0,2,0,780203, system-installation uninstall software-uninstall usb-installation,6/1/2016
30628,Libreoffice 3.5 won't launch from Desktop Shortcut: Ubuntu 11.10 Unity,3000.0,2,0,107198, libreoffice shortcuts,2/24/2012
30629,Change default driver of network printer,2000.0,1answer,0,306774, printing,6/11/2013
30630,How can I install wireless adapter driver for Digisol DG-WN3150Nu in ubuntu 12.04?,7000.0,1answer,0,651735, 12.04 wireless drivers,7/23/2015
30632,VIMVundle You Complete me,2000.0,1answer,0,876253, vim c++ vim-plugin vimrc,1/25/2017
30633,Setting system wide proxy through bash script (Temporarily),13000.0,1answer,0,350460, bash proxy,9/26/2013
30634,Alsa doesn't work in vlc,2000.0,2,0,50697, 11.04 sound vlc alsa,6/27/2011
30635,Install PHP5.3 on Ubuntu 14.4 [duplicate],11000.0,2,0,468894, php,5/18/2014
30636,Is it recommended to install LTS Hardware Enablement Stack for Intel GMA-500 Issues?,3000.0,1answer,0,374838, kernel multiple-monitors gma500 video-driver poulsbo,11/10/2013
30637,Boot into GRUB from Windows boot manager in UEFI dual boot configuration,14000.0,1answer,0,919417, dual-boot grub2 uefi,5/27/2017
30638,How can I create a new partition with mountpoint by splitting an existing partition?,9000.0,2,0,17388, partitioning mountpoint,12/14/2010
30644,Split screen problem with Nivida GeForce GTX 770M,1000.0,1answer,0,557846, nvidia graphics multiple-monitors,12/7/2014
30646,Ubuntu does not recognize Windows 10 for installation,2000.0,1answer,0,703373, boot windows,11/27/2015
30647,LibreOffice doesn't work with HUD in 12.10 [closed],1000.0,2,0,204035, 12.10 libreoffice hud,10/21/2012
30650,Sound coming out from speaker and headphone on an Acer Aspire One Model 722,1000.0,1answer,0,101410, 11.04 sound headphones speakers,2/4/2012
30652,microsoft office not properly working in wine,2000.0,1answer,0,64786, wine,10/8/2011
30654,Chrome remote desktop failed to start remote access service,8000.0,2,0,605381, google-chrome remote-desktop,4/4/2015
30655,CloneZilla: HDD Cloning - Dual Boot (Windows + Linux),3000.0,1answer,0,858393, boot dual-boot partitioning hard-drive,12/8/2016
30656,How to install the most stable & latest nvidia driver in 12.04?,13000.0,3,0,169302, nvidia ppa,7/28/2012
30658,Network Connections - able to connect to wireless but network connections does not display my connection,2000.0,3,0,67313, 11.10 wireless networking,10/16/2011
30659,How to solve GNOME power manager installation problem?,35000.0,3,0,125115, updates gnome-power-manager,4/25/2012
30660,How to set ccpd daemon to start automatically at startup?,8000.0,4,0,246515, lubuntu printing scripts canon startup-applications,1/23/2013
30661,Change brightness on Asus G53JW with Ubuntu 14.04,2000.0,2,0,467981, 14.04 brightness asus,5/16/2014
30668,How can you test for a DNS leak for an OpenVPN provider?,5000.0,1answer,0,560832, security vpn dns openvpn privacy,12/13/2014
30669,What are the SIP connection parameters for an ekiga.net account?,2000.0,1answer,0,866131, voip sip ekiga linphone twinkle,12/30/2016
30674,Screen stuck at the Ubuntu logo,8000.0,1answer,0,1020614, boot login 17.10,3/30/2018
30676,How do I merge 2 VMware disks in to a single one?,4000.0,3,0,492680, partitioning vmware,7/7/2014
30677,Upgrade console ubuntu 14.04.3 LTS to 15.10,3000.0,1answer,0,717518, 15.10 do-release-upgrade 16.04,1/6/2016
30680,Ubuntu 14.04 loosing wifi connection,2000.0,2,0,493104, wireless networking,7/8/2014
30681,Automatically sign package files from debuild and upload with dput,2000.0,2,0,224717, ppa packaging launchpad gnupg,12/2/2012
30682,Software Updater is not starting in Ubuntu 14.04,5000.0,1answer,0,492897, update-manager,7/7/2014
30683,USB tethering from Ubuntu to Android via USB [duplicate],2000.0,3,0,246604, usb 12.10 android tethering,1/23/2013
30684,Wrong Permission to /etc folder [duplicate],4000.0,1answer,0,466145, sudo etc su,5/15/2014
30685,Lubuntu - Start program without using terminal,21000.0,3,0,344820, wine launcher lubuntu unity-dash,9/12/2013
30687,Problem after Install Elementary OS desktop in Ubuntu 14.04 [duplicate],2000.0,1answer,0,630914, 14.04 desktop-environments elementary,6/1/2015
30689,How do I access my Bash History? [duplicate],5000.0,2,0,732592, command-line 11.10 bash bash-history,2/11/2016
30691,How to fix could not retrieve the required disk image files error? [duplicate],13000.0,2,0,198279, system-installation wubi,10/9/2012
30693,Ubuntu 14.04  The system network services are not compatible with this version,2000.0,2,0,773075, 14.04 networking network-manager,5/16/2016
30695,How to install & upgrade my Video Driver,24000.0,1answer,0,154833, 12.04 drivers intel-graphics,6/23/2012
30696,kernel panic - not syncing : attempted to kill init!,8000.0,1answer,0,187214, 12.04 kernel boot-failure live-usb,9/13/2012
30700,notify-send and terminal command,6000.0,1answer,0,548149, command-line notification notify-osd notify-send,11/11/2014
30701,Is it possible to install Cain and abel in ubuntu?,12000.0,1answer,0,317393, software-installation,7/7/2013
30704,I can't make my Windows 8 boot loader to run Ubuntu or even ask me which OS to run as dual boot!,6000.0,2,0,219640, 12.04 installation dual-boot configuration windows-8,11/20/2012
30705,Restore permission default of /usr folder [duplicate],3000.0,1answer,0,626977, permissions users default chown,5/22/2015
30706,How to format Ubunutu 14.04 from laptop?,5000.0,1answer,0,579595, laptop format reinstall,1/30/2015
30708,Intel Ethernet not working - *Network UNCLAIMED,2000.0,1answer,0,945917, networking drivers ethernet,8/13/2017
30711,No internet access when connected to my OpenVPN server on AWS EC2 Ubuntu,1000.0,1answer,0,935921, networking openvpn,7/13/2017
30712,How to run a command that requires sudo at login [duplicate],1000.0,1answer,0,866412, command-line bash permissions scripts startup,12/31/2016
30716,qt4-x11 4.4.7.0 in Lucid,2000.0,1answer,0,98150, 10.04 xubuntu qt backport,1/24/2012
30717,Finding out what filesystem a casper-rw file is formated with?,1000.0,2,0,173670, mount unetbootin squashfs,8/9/2012
30718,Installing Ubuntu on and External Hard Drive and boot in a Mac,4000.0,1answer,0,387706, boot mac external-hdd,12/8/2013
30720,64 GB stick takes forever to eject,2000.0,1answer,0,710311, usb ntfs,12/16/2015
30725,After uninstalling ati fglrx drivers ubuntu 11.10 wont boot,5000.0,1answer,0,104799, 11.10 ati fglrx,2/16/2012
30727,System-Settings option is missing,1000.0,1answer,0,397077, 12.04 system-settings,12/29/2013
30728,How to get response from ssh command using expect,2000.0,1answer,0,389694, server ssh expect,12/12/2013
30729,18.04 mouse lag / IRQ disabled,1000.0,1answer,0,1067616, 18.04 mouse xfce,8/21/2018
30730,Create yaffs2 file system on Ubuntu Server 11.10,5000.0,1answer,0,97197, filesystem,1/20/2012
30733,Is it possible to turn the .ISO file into a .exe file?,4000.0,2,0,509759, 14.04 system-installation iso executable windows-vista,8/11/2014
30734,Ubuntu 12.10: black screen after installing nvidia-current [duplicate],4000.0,1answer,0,265233, 12.10 drivers nvidia display-manager,3/7/2013
30736,Blinking cursor and black screen when trying to boot from USB [duplicate],2000.0,1answer,0,127578, 12.04 live-usb,4/29/2012
30737,deleted swap partition now it is booting to grub rescue,3000.0,3,0,525592, grubrescue,9/18/2014
30739,Log into Ubuntu from my Mac over VNC,18000.0,3,0,419399, screen mac vnc macosx sharing,2/11/2014
30740,How to run an application source code on ubuntu?,2000.0,2,0,225261, source-code,12/4/2012
30741,Cron not running scripts,8000.0,1answer,0,134521, cron automation dyndns,5/9/2012
30742,WiFi connects to network but cannot connect to internet,3000.0,1answer,0,384014, networking intel-wireless,11/30/2013
30743,Install Ubuntu ARM LTS on a HP Chromebook 14 G3 (Tegra K1 nyan_blaze) [duplicate],2000.0,1answer,0,835755, chromebook arm crouton,10/11/2016
30744,File creating permission Denied [duplicate],1000.0,1answer,0,554927, 14.04 filesystem makefile,11/30/2014
30745,Do I need linux-libc-dev and libc6-dev?,4000.0,2,0,289950, kernel package-management 13.04 dependencies,5/3/2013
30746,Where do I find my boot menu?,6000.0,2,0,335866, bios,8/22/2013
30749,Ubuntu hanging on shutdown/reboot,3000.0,4,0,558975, shutdown 14.10 reboot,12/10/2014
30751,Intel Dual Band Wireless-AC 7260 issues in Ubuntu 18.04,2000.0,1answer,0,1034229, networking 18.04 intel-wireless,5/9/2018
30754,Brightness Control Keys on Sony Vaio not working on 12.10,2000.0,1answer,0,236616, 12.10 nvidia brightness vaio,1/5/2013
30756,USe Android as a remote option won't stay selected in Mythbuntu Control Centre,1000.0,1answer,0,153498, mythbuntu,6/20/2012
30757,How can I configure my mouse side buttons to control volume?Ubuntu 16.04,1000.0,2,0,960044, 16.04 mouse volume-control button,9/27/2017
30758,Asus UX303LA fn brightness keys not working,1000.0,1answer,0,656258, function-keys,8/4/2015
30759,Cannot change keyboard layout after uninstalling Unity,1000.0,2,0,407497, unity shortcut-keys keyboard-layout,1/18/2014
30760,ATI RADEON HD 3600 DRIVER FOR UBUNTU [duplicate],2000.0,1answer,0,306043, ati graphics multiple-monitors,6/9/2013
30763,Triple boot vista xp ubuntu,1000.0,4,0,154722, boot grub2 windows windows-xp windows-vista,6/22/2012
30767,getting build dependencies and source by default,5000.0,1answer,0,212027, compiling downloads dependencies,11/5/2012
30768,Steam not working with open source drivers,4000.0,1answer,0,641700, drivers ati steam,6/27/2015
30771,How to reset Keyboard Shortcuts on Ubuntu 17.10 [closed],2000.0,1answer,0,967200, shortcut-keys 17.10,10/21/2017
30772,WIFI not working on one specific wifi network,3000.0,1answer,0,531174, wireless,10/1/2014
30773,How to 'chown' on an NTFS ( or FAT32 ) partition?,13000.0,2,0,208318, permissions,10/29/2012
30776,rTorrent init script not working,2000.0,1answer,0,797373, users init.d rtorrent rutorrent,7/11/2016
30778,depmod: FATAL: could not load /boot/System.map-4.10.0-19-generic,1000.0,1answer,0,1015475, upgrade 17.10 17.04 dkms,3/16/2018
30780,Ubuntu Qmake is not an executable,10000.0,2,0,503212, 14.04 qt qt-creator qt5,7/27/2014
30781,Ubuntu 17.10 black screen in VM,3000.0,2,0,969070, boot drivers virtualbox 17.10,10/25/2017
30782,Black screen after installing CUDA 8.0rc from NVIDIA and unable to enter tty,9000.0,1answer,0,808816, nvidia 16.04 tty,8/6/2016
30783,Chrome/Firefox slow to start in 14.04,3000.0,3,0,564037, firefox google-chrome,12/21/2014
30784,Boot: error: attempt to read or write outside of disk 'hd0' after update,3000.0,1answer,0,935008, boot grub2 backup deja-dup,7/11/2017
30785,Use a newer ZTE modem with usb-modeswitch,8000.0,2,0,31477, broadband usb-modeswitch,3/22/2011
30786,No grub menu at boot,2000.0,1answer,0,850486, grub2,11/17/2016
30787,Change window animations in Ubuntu 16.04 without additional tools,3000.0,1answer,0,788884, unity 16.04,6/19/2016
30789,Adding a 'network' USB printer,2000.0,2,0,514350, networking xubuntu printing,8/21/2014
30790,Sound not working after installing 14.04 from mini CD image,4000.0,1answer,0,456031, sound pulseaudio alsa,4/26/2014
30791,Disable AMD graphic card to save battery,2000.0,1answer,0,525108, drivers ati battery intel,9/17/2014
30792,Ubuntu 14.04 Mozilla Firefox Telnet Error,2000.0,3,0,572751, telnet mozilla,1/12/2015
30794,There is no driver for Ralink chip 5360,3000.0,2,0,124001, drivers ralink,4/21/2012
30795,Is there a way to reset Windows XP administrator password? [closed],7000.0,3,0,152965, windows password system,6/19/2012
30798,How to install Cockatrice in Ubuntu,5000.0,1answer,0,605629, software-installation compiling github,4/5/2015
30800,Lenovo Thinkpad e480 wifi not working [closed],2000.0,1answer,0,1044961, 16.04 networking 18.04 lenovo,6/9/2018
30804,LibreOffice doesn't work with HUD in 12.10 [closed],1000.0,2,0,204035, 12.10 libreoffice hud,10/21/2012
30805,NVIDIA-SMI couldn't find libnvidia-ml.so library,11000.0,4,0,833862, drivers nvidia graphics,10/6/2016
30807,How To Dual Boot Ubuntu And Linux Mint,3000.0,1answer,0,328674, 13.04 dual-boot,8/4/2013
30810,Unable to upload files with any browser on Ubuntu 14.04 why?,1000.0,2,0,558297, 14.04 networking kernel upload,12/9/2014
30811,Unable to change resolution with  beta NVIDIA driver (302.17),2000.0,2,0,170158, nvidia,7/30/2012
30812,Gmate installation issue,2000.0,2,0,287116, gedit ruby,4/28/2013
30813,How do I enable changes in /etc/lirc/lircrc without reboot,6000.0,2,0,202404, lirc,10/18/2012
30817,Change brightness on Asus G53JW with Ubuntu 14.04,2000.0,2,0,467981, 14.04 brightness asus,5/16/2014
30818,Install Ubuntu ARM LTS on a HP Chromebook 14 G3 (Tegra K1 nyan_blaze) [duplicate],2000.0,1answer,0,835755, chromebook arm crouton,10/11/2016
30819,Google Earth Is Not Working,2000.0,1answer,0,430924, 12.04 google-earth,3/7/2014
30820,Trouble installing ubuntu 14.04: initramfs,2000.0,1answer,0,503783, boot 14.04 initramfs,7/28/2014
30821,How can I configure my mouse side buttons to control volume?Ubuntu 16.04,1000.0,2,0,960044, 16.04 mouse volume-control button,9/27/2017
30822,Use a newer ZTE modem with usb-modeswitch,8000.0,2,0,31477, broadband usb-modeswitch,3/22/2011
30826,Good icon theme for programming?,1000.0,1answer,0,236260, icons,1/4/2013
30829,Why can't I get a telnet localhost 25 ehlo localhost output of 250-AUTH?,10000.0,2,0,553664, server email postfix dovecot,11/25/2014
30830,Chrome remote desktop failed to start remote access service,8000.0,2,0,605381, google-chrome remote-desktop,4/4/2015
30831,My home folder is owned by root how can I fix this?,4000.0,1answer,0,340316, partitioning nautilus permissions root home-directory,9/2/2013
30833,Brightness Control Keys on Sony Vaio not working on 12.10,2000.0,1answer,0,236616, 12.10 nvidia brightness vaio,1/5/2013
30837,No sound in Kubuntu 14.04,2000.0,1answer,0,524452, sound kubuntu,9/15/2014
30840,How to install the most stable & latest nvidia driver in 12.04?,13000.0,3,0,169302, nvidia ppa,7/28/2012
30846,How to connect to this wifi,1000.0,2,0,339713, wireless broadcom,8/31/2013
30847,How can I set Beatbox as default music player?,1000.0,1answer,0,156141, gnome default-programs music-player beatbox,6/26/2012
30849,Why doesn't 'w' or 'who' command show all logged in users?,4000.0,1answer,0,75333, command-line users administration,11/4/2011
30851,Testing phpmyadmin install for Drupal in Ubuntu14.04: localhost test page not loading,1000.0,1answer,0,579064, phpmyadmin apache2.4 drupal,1/29/2015
30853,How do I install a bz2.bz2 file?,3000.0,2,0,219113, wireless drivers,11/19/2012
30855,curl command fails with a timeout,1000.0,1answer,0,546008, 12.04 proxy curl,11/5/2014
30856,Can you boot Ubuntu straight from a USB without installation?,4000.0,2,0,629632, usb,5/29/2015
30857,Change keyboard layout inside recovery mode,1000.0,1answer,0,244961, 12.04 keyboard-layout recovery-mode,1/19/2013
30859,Headphones not working in 13.10 after update,3000.0,2,0,360697, pulseaudio thinkpad 13.10 headphones,10/18/2013
30861,WD Black² Dual Drive motor always stops and starts,1000.0,1answer,0,414356, hard-drive software-installation drive,2/2/2014
30862,Ubuntu 12.04 Making Laptop super hot,2000.0,1answer,0,302440, 12.04 drivers dual-boot graphics overheating,5/31/2013
30863,Ubuntu 15.04 Linux 4.0 Python error while updating Sub-process /usr/bin/dpkg returned an error code (1),2000.0,2,0,646553, 14.04 apt python dpkg,7/9/2015
30864,Get latest Thunderbird version (38.0.1 for 15.04 32bit),6000.0,1answer,0,643324, software-installation updates 15.04 thunderbird,7/1/2015
30865,Unable to login into my user account,1000.0,1answer,0,42236, 10.04 login,5/12/2011
30866,Automatically run a command on start up? [duplicate],7000.0,1answer,0,493632, wireless command-line autostart,7/9/2014
30867,failing to install sagemath on ubuntu 16.04 LTS,1000.0,1answer,0,931037, sagemath,7/1/2017
30868,How to mount floppy drive in Ubuntu 13.04?,4000.0,2,0,338107, mount floppy,8/27/2013
30869,Failed to fetch 404 Not Found why?,7000.0,1answer,0,370641, apt,11/3/2013
30870,Have to press Fn+Alt+Volume up/down keyboard shortcut after upgrade to 14.04,2000.0,1answer,0,455660, shortcut-keys 14.04 macbook key-binding,4/26/2014
30871,Syncing iPod touch,6000.0,3,0,637046, ipod,6/16/2015
30873,Why can't I type my password after using a sudo command? [duplicate],69000.0,1answer,0,513814, 14.04 password sudo,8/20/2014
30874,Acer Aspire 4741G is overheating,3000.0,2,0,133217, 12.04 acer overheating x11 aspire,5/7/2012
30875,12.04 refuses to install with Windows 7,4000.0,6,0,150185, 12.04 installation grub2 dual-boot windows-7,6/13/2012
30876,Install hangs after Starting CUPS printing spooler/server,6000.0,1answer,0,468552, 14.04 system-installation,5/18/2014
30877,There is no driver for Ralink chip 5360,3000.0,2,0,124001, drivers ralink,4/21/2012
30878,How to get my Asus PCE-N15 wireless adapter to work on 13.10,5000.0,1answer,0,426042, wireless drivers 13.10 asus realtek,2/25/2014
30879,Unity launcher icon boxes missing 14.04LTS 64bit,2000.0,1answer,0,460188, unity compiz launcher icons background,5/3/2014
30882,Why can't I get a telnet localhost 25 ehlo localhost output of 250-AUTH?,10000.0,2,0,553664, server email postfix dovecot,11/25/2014
30885,Show USB drives in launcher but not mounted internal partitions,1000.0,1answer,0,170035, unity mount usb-drive,7/30/2012
30886,Does apt-get stop working after support ends? [closed],1000.0,1answer,0,405699, apt,1/15/2014
30887,How to write out all directory names into a text file,2000.0,3,0,994602, bash,1/11/2018
30890,How to install Cockatrice in Ubuntu,5000.0,1answer,0,605629, software-installation compiling github,4/5/2015
30891,How do you install Gnome Software center?,4000.0,2,0,524984, gnome software-center,9/17/2014
30893,Unable to change permission of the files on mounted partitions in ubuntu 12.04 LTS,16000.0,2,0,129180, chmod,5/1/2012
30896,how to install openssh from usb?,2000.0,2,0,724925, openssh,1/24/2016
30899,How do I install a Gadmei TV Tuner (UTV380),4000.0,1answer,0,133314, tvtime,5/7/2012
30900,/dev/sda2 contains a filesystem with error after partitioning (updated),3000.0,1answer,0,229843, 12.10 gparted ssd ext4 ecryptfs,12/17/2012
30901,CGI-Bin does not seem to be set up,1000.0,1answer,0,499943, server,7/19/2014
30902,Chromium/Chrome not working in Ubuntu 14.04,31000.0,5,0,496629, 14.04 google-chrome chromium,7/11/2014
30904,VIMVundle You Complete me,2000.0,1answer,0,876253, vim c++ vim-plugin vimrc,1/25/2017
30905,Ubuntu 18.04 64-bit hangs during boot,3000.0,1answer,0,1030768, boot 64-bit 18.04,5/1/2018
30907,Install PHP5.3 on Ubuntu 14.4 [duplicate],11000.0,2,0,468894, php,5/18/2014
30908,802.1x authentication not working on ubuntu 14.04,6000.0,1answer,0,463504, 14.04 ethernet,5/9/2014
30910,WiFi password can be entered but won't connect with no error message,12000.0,5,0,776341, networking dual-boot wireless 16.04 ralink,5/23/2016
30911,Compiz uses insane amount of CPU,7000.0,1answer,0,694027, unity drivers graphics ati compiz,11/4/2015
30915,Ubuntu 13.04 wake up hibernate suspend black display on Nokia Booklet 3G,1000.0,2,0,289364, 13.04 suspend hibernate 3g,5/2/2013
30916,Problem while installing oracle-java8-installer,3000.0,1answer,0,608961, apt java dpkg openjdk oracle,4/13/2015
30917,Acer emachines e725 black screen,5000.0,2,0,78896, 11.10 boot-failure acer,11/13/2011
30918,Gmate installation issue,2000.0,2,0,287116, gedit ruby,4/28/2013
30922,VNC on UBUNTU 13.04 - not showing full desktop,14000.0,4,0,322006, unity gnome remote-desktop vnc,7/19/2013
30923,How to reset top panel on Ubuntu 12.04 to Upgrade Standard (Classic View)?,13000.0,2,0,149522, 12.04 firefox gnome-classic,6/11/2012
30924,How to log in using the TTY?,12000.0,2,0,444289, login,4/7/2014
30926,Wireless not recognised on a Compaq Presario CQ57,8000.0,1answer,0,95063, 11.04 wireless drivers ralink presario,1/13/2012
30927,Accessing Mac filesystem from xUbuntu,2000.0,1answer,0,284216, partitioning xubuntu mac macosx,4/22/2013
30928,Is it possible to use a TP-Link Archer T8E wireless card on Ubuntu 14.04? [duplicate],7000.0,2,0,689057, 14.04 networking wireless drivers,10/23/2015
30929,Unable to change resolution with  beta NVIDIA driver (302.17),2000.0,2,0,170158, nvidia,7/30/2012
30930,How to share Ubuntu 16.04 virtualbox guest folders?,6000.0,1answer,0,793323, permissions virtualbox nautilus,6/30/2016
30933,Gparted won't read partition table,6000.0,2,0,600964, partitioning uninstall gparted partitions,3/25/2015
30935,ERROR message : EXT4-fs error: ext4_find_entry 1451,2000.0,1answer,0,753108, dual-boot ssd ext4 fsck nvme,4/2/2016
30938,Good icon theme for programming?,1000.0,1answer,0,236260, icons,1/4/2013
30939,NATTING in Ubuntu Server,9000.0,2,0,177985, server networking internet-connection dhcp nat,8/20/2012
30941,The 'resume after suspend' problem,2000.0,1answer,0,511432, nvidia power-management suspend battery,8/14/2014
30943,Split screen problem with Nivida GeForce GTX 770M,1000.0,1answer,0,557846, nvidia graphics multiple-monitors,12/7/2014
30944,How to fix could not retrieve the required disk image files error? [duplicate],13000.0,2,0,198279, system-installation wubi,10/9/2012
30945,USe Android as a remote option won't stay selected in Mythbuntu Control Centre,1000.0,1answer,0,153498, mythbuntu,6/20/2012
30948,Disable AMD graphic card to save battery,2000.0,1answer,0,525108, drivers ati battery intel,9/17/2014
30950,Installation of Google Chrome fails in Ubuntu 16.04 LTS,2000.0,3,0,773163, 14.04 16.04 google-chrome,5/16/2016
30951,How to run an application source code on ubuntu?,2000.0,2,0,225261, source-code,12/4/2012
30952,Ubuntu does not recognize Windows 10 for installation,2000.0,1answer,0,703373, boot windows,11/27/2015
30953,Problem with DNS in the latest Kubuntu 16.04 update,5000.0,2,0,783650, networking kubuntu dns,6/6/2016
30955,Ubuntu 12.04 Making Laptop super hot,2000.0,1answer,0,302440, 12.04 drivers dual-boot graphics overheating,5/31/2013
30956,curl command fails with a timeout,1000.0,1answer,0,546008, 12.04 proxy curl,11/5/2014
30957,Installing Ubuntu on and External Hard Drive and boot in a Mac,4000.0,1answer,0,387706, boot mac external-hdd,12/8/2013
30961,Unable to login into my user account,1000.0,1answer,0,42236, 10.04 login,5/12/2011
30963,HP Envy m6 Subwoofer Beats Audio not working,2000.0,2,0,675012, pulseaudio hp alsa realtek,9/16/2015
30964,Cant install xampp (Syntax error : Unterminated quoted string),18000.0,1answer,0,414740, 12.04 xampp,2/3/2014
30970,WiFi connects to network but cannot connect to internet,3000.0,1answer,0,384014, networking intel-wireless,11/30/2013
30971,How to change vsftpd's default directory to / instead of the user's home directory?,23000.0,2,0,741164, 14.04 server ftp vsftpd,3/2/2016
30974,What is the local email and what is the built in email service in Ubuntu 16?,1000.0,1answer,0,810849, cron email,8/11/2016
30977,64 GB stick takes forever to eject,2000.0,1answer,0,710311, usb ntfs,12/16/2015
30979,How do I copy music from ipod nano to computer (Banshee),4000.0,1answer,0,38784, banshee nano,5/1/2011
30981,How to share Ubuntu 16.04 virtualbox guest folders?,6000.0,1answer,0,793323, permissions virtualbox nautilus,6/30/2016
30982,How to reset top panel on Ubuntu 12.04 to Upgrade Standard (Classic View)?,13000.0,2,0,149522, 12.04 firefox gnome-classic,6/11/2012
30983,No internet access when connected to my OpenVPN server on AWS EC2 Ubuntu,1000.0,1answer,0,935921, networking openvpn,7/13/2017
30984,Purple screen on boot,2000.0,2,0,66349, 11.10 boot,10/14/2011
30986,how to install openssh from usb?,2000.0,2,0,724925, openssh,1/24/2016
30987,ATI RADEON HD 3600 DRIVER FOR UBUNTU [duplicate],2000.0,1answer,0,306043, ati graphics multiple-monitors,6/9/2013
30988,Install Ubuntu 18.04 lts on Dell Inspiron 15 5000 [duplicate],5000.0,1answer,0,1030717, dell 18.04 inspiron,5/1/2018
30989,Networkmanager: dispatcher.d/pre-down.d is not executed on shutdown anymore,1000.0,1answer,0,681109, network-manager shutdown,10/3/2015
30992,League of Legends patcher crash playonlinux,3000.0,1answer,0,707562, wine games crash playonlinux,12/9/2015
30994,Ubuntu 12.10: black screen after installing nvidia-current [duplicate],4000.0,1answer,0,265233, 12.10 drivers nvidia display-manager,3/7/2013
30995,microsoft office not properly working in wine,2000.0,1answer,0,64786, wine,10/8/2011
30998,ssh-agent  What does this process do?,3000.0,1answer,0,737251, ssh,2/21/2016
30999,No Grub and Can't Boot into Windows 8 After installing Ubuntu 12.10,3000.0,2,0,270222, 12.10 boot grub2 dual-boot uefi,3/20/2013
31000,Upgrade console ubuntu 14.04.3 LTS to 15.10,3000.0,1answer,0,717518, 15.10 do-release-upgrade 16.04,1/6/2016
31001,How to Change Locale Lang setting in Ubuntu 12.04,3000.0,3,0,497903, configuration locale,7/15/2014
31002,Have to press Fn+Alt+Volume up/down keyboard shortcut after upgrade to 14.04,2000.0,1answer,0,455660, shortcut-keys 14.04 macbook key-binding,4/26/2014
31003,Is there an app for screen recoding with PIP (picture in picture),1000.0,1answer,0,429652, software-recommendation screencast,3/5/2014
31005,Problem after Install Elementary OS desktop in Ubuntu 14.04 [duplicate],2000.0,1answer,0,630914, 14.04 desktop-environments elementary,6/1/2015
31007,Ubuntu 14.04 loosing wifi connection,2000.0,2,0,493104, wireless networking,7/8/2014
31008,Ubuntu 16.04 Bluetooth not working and finding devices,4000.0,1answer,0,928158, 14.04 16.04 bluetooth bluetooth-speaker,6/22/2017
31009,Gparted won't read partition table,6000.0,2,0,600964, partitioning uninstall gparted partitions,3/25/2015
31010,Can't boot from USB after installing Ubuntu,2000.0,2,0,122680, 11.10 boot grub2 boot-failure bios,4/16/2012
31011,LAMP-stack installation : php code not running (php code displayed as such),3000.0,1answer,0,886282, apache2 mysql php lamp,2/22/2017
31012,How do I install a bz2.bz2 file?,3000.0,2,0,219113, wireless drivers,11/19/2012
31015,How to 'chown' on an NTFS ( or FAT32 ) partition?,13000.0,2,0,208318, permissions,10/29/2012
31016,Live CD won't start with UEFI,10000.0,1answer,0,210220, 12.04 installation live-cd uefi,10/31/2012
31020,Create yaffs2 file system on Ubuntu Server 11.10,5000.0,1answer,0,97197, filesystem,1/20/2012
31021,Ubuntu 14.04 Sound Glitch,2000.0,1answer,0,464877, sound 14.04,5/12/2014
31022,Acer Aspire 4741G is overheating,3000.0,2,0,133217, 12.04 acer overheating x11 aspire,5/7/2012
31023,Wrong Permission to /etc folder [duplicate],4000.0,1answer,0,466145, sudo etc su,5/15/2014
31025,Samsung NP305U1A laptop won't resume from suspension,2000.0,2,0,134914, 12.04 suspend samsung,5/10/2012
31027,Not booting from USB Drive,1000.0,2,0,131174, boot,5/4/2012
31028,Partial upgrade error,4000.0,1answer,0,80895, 11.10 update-manager,11/20/2011
31033,How to get the launcher to stay and hide? 12.04,2000.0,2,0,227102, 12.04 unity autohide,12/9/2012
31038,How do I find out which touchpad driver is being used?,2000.0,1answer,0,1049965, drivers touchpad,6/26/2018
31039,Dual boot Ubuntu+Windows 8: Ubuntu won't show up [duplicate],2000.0,1answer,0,499687, grub2 windows,7/18/2014
31040,Acer emachines e725 black screen,5000.0,2,0,78896, 11.10 boot-failure acer,11/13/2011
31042,How can I fix errors installing D-Link DWA-121 wireless driver tarball?,8000.0,3,0,236600, wireless drivers make,1/5/2013
